"Category","Sub Category","Item","Done","Subtask","Subtask Done","Subtask Hidden","ASVS","Description","Tools","Links","Applicability","Sources","Tags","Priority","Hidden","Subcategory Notes"
"Validation, sanitisation and encoding (v5)","HTTP‑level injection & header safety","HTTP response splitting/smuggling & header injection","FALSE","","FALSE","FALSE","ASVS v5 V1.2.1 (HTTP header encoding) & related transport controls","Ensure CRLF and header values are properly validated/encoded; test for splitting/smuggling between front proxies and origin.","Burp Repeater; specialized smuggling checks; ZAP; Nuclei templates;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/15-Testing_for_HTTP_Splitting_Smuggling","Applicable to apps that reflect/forward header data or operate behind proxies.","WSTG-INPV-15","http smuggling headers wstg","2","FALSE",""
"Validation, sanitisation and encoding (v5)","HTTP‑level injection & header safety","HTTP response splitting/smuggling & header injection","FALSE","","FALSE","FALSE","ASVS v5 V1.2.1 (HTTP header encoding) & related transport controls","Ensure CRLF and header values are properly validated/encoded; test for splitting/smuggling between front proxies and origin.","Burp Repeater; specialized smuggling checks; ZAP; Nuclei templates;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/15-Testing_for_HTTP_Splitting_Smuggling","Applicable to apps that reflect/forward header data or operate behind proxies.","WSTG-INPV-15","http smuggling headers wstg","2","FALSE",""
"Validation, sanitisation and encoding (v5)","HTTP‑level injection & header safety","HTTP response splitting/smuggling & header injection","FALSE","","FALSE","FALSE","ASVS v5 V1.2.1 (HTTP header encoding) & related transport controls","Ensure CRLF and header values are properly validated/encoded; test for splitting/smuggling between front proxies and origin.","Burp Repeater; specialized smuggling checks; ZAP; Nuclei templates;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/15-Testing_for_HTTP_Splitting_Smuggling","Applicable to apps that reflect/forward header data or operate behind proxies.","WSTG-INPV-15","http smuggling headers wstg","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Server‑side template injection (SSTI)","FALSE","","FALSE","FALSE","ASVS v5 V1.2 (proper encoding/escaping at sink)","Dynamic templates must never evaluate untrusted data as code. Use strict template APIs and escaping; test with benign probes.","Burp; tplmap/SSTImap in controlled test env;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/18-Testing_for_Server_side_Template_Injection;https://github.com/epinna/tplmap","Applicable where server‑side templating is used.","WSTG SSTI; tplmap","ssti templates tplmap","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Server‑side template injection (SSTI)","FALSE","","FALSE","FALSE","ASVS v5 V1.2 (proper encoding/escaping at sink)","Dynamic templates must never evaluate untrusted data as code. Use strict template APIs and escaping; test with benign probes.","Burp; tplmap/SSTImap in controlled test env;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/18-Testing_for_Server_side_Template_Injection;https://github.com/epinna/tplmap","Applicable where server‑side templating is used.","WSTG SSTI; tplmap","ssti templates tplmap","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Server‑side template injection (SSTI)","FALSE","","FALSE","FALSE","ASVS v5 V1.2 (proper encoding/escaping at sink)","Dynamic templates must never evaluate untrusted data as code. Use strict template APIs and escaping; test with benign probes.","Burp; tplmap/SSTImap in controlled test env;","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/18-Testing_for_Server_side_Template_Injection;https://github.com/epinna/tplmap","Applicable where server‑side templating is used.","WSTG SSTI; tplmap","ssti templates tplmap","2","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Cross‑Site Scripting (Reflected, Stored, DOM)","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 & V3 (web frontend)","Verify contextual output encoding and safe DOM APIs. Test with non‑destructive payloads across HTML/attr/JS/URL contexts; DOM XSS requires client‑side sink/source review.","Burp (Backslash Powered Scanner, ActiveScan++); ZAP; Semgrep (client‑side sinks);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting;https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/02-Testing_for_Stored_Cross_Site_Scripting;https://cheatsheetseries.owasp.org/cheatsheets/DOM_based_XSS_Prevention_Cheat_Sheet.html","Applicable to any rendering of untrusted data.","WSTG XSS tests; DOM XSS Cheat Sheet; Burp extensions","xss encoding dom burp zap semgrep","3","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Cross‑Site Scripting (Reflected, Stored, DOM)","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 & V3 (web frontend)","Verify contextual output encoding and safe DOM APIs. Test with non‑destructive payloads across HTML/attr/JS/URL contexts; DOM XSS requires client‑side sink/source review.","Burp (Backslash Powered Scanner, ActiveScan++); ZAP; Semgrep (client‑side sinks);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting;https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/02-Testing_for_Stored_Cross_Site_Scripting;https://cheatsheetseries.owasp.org/cheatsheets/DOM_based_XSS_Prevention_Cheat_Sheet.html","Applicable to any rendering of untrusted data.","WSTG XSS tests; DOM XSS Cheat Sheet; Burp extensions","xss encoding dom burp zap semgrep","3","FALSE",""
"Validation, sanitisation and encoding (v5)","Template & client‑side injection","Cross‑Site Scripting (Reflected, Stored, DOM)","FALSE","","FALSE","FALSE","ASVS v5 V1.2/V1.3 & V3 (web frontend)","Verify contextual output encoding and safe DOM APIs. Test with non‑destructive payloads across HTML/attr/JS/URL contexts; DOM XSS requires client‑side sink/source review.","Burp (Backslash Powered Scanner, ActiveScan++); ZAP; Semgrep (client‑side sinks);","https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/01-Testing_for_Reflected_Cross_Site_Scripting;https://owasp.org/www-project-web-security-testing-guide/stable/4-Web_Application_Security_Testing/07-Input_Validation_Testing/02-Testing_for_Stored_Cross_Site_Scripting;https://cheatsheetseries.owasp.org/cheatsheets/DOM_based_XSS_Prevention_Cheat_Sheet.html","Applicable to any rendering of untrusted data.","WSTG XSS tests; DOM XSS Cheat Sheet; Burp extensions","xss encoding dom burp zap semgrep","3","FALSE",""
"Stored Cryptography (V6)","Data Classification","Sensitive data should be encrypted at rest (e.g. PII)","FALSE","Todo: Subtask","FALSE","FALSE","6.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Data Classification","Sensitive data should be encrypted at rest (e.g. Medical data)","FALSE","Todo: Subtask","FALSE","FALSE","6.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Data Classification","Sensitive data should be encrypted at rest (e.g. Financial data)","FALSE","Todo: Subtask","FALSE","FALSE","6.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Padding Oracle Issues","FALSE","Todo: Subtask","FALSE","FALSE","6.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","No rolling your own crypto (algorithms should be industry standard)","FALSE","Todo: Subtask","FALSE","FALSE","6.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Cryptographic issues in IV, cipher and block mode configuration","FALSE","Todo: Subtask","FALSE","FALSE","6.2.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Random number/encryption/hashing algo rounds/ciphers/modes can be swapped easily","FALSE","Todo: Subtask","FALSE","FALSE","6.2.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Insecure block/padding modes, small block sizes and weak hashing algos (SHA-1/MD5) in use","FALSE","Todo: Subtask","FALSE","FALSE","6.2.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","IVs being reused","FALSE","Todo: Subtask","FALSE","FALSE","6.2.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Ensure encrypted data is authenticated via signatures, ciphers or HMAC to prevent tampering","FALSE","Todo: Subtask","FALSE","FALSE","6.2.7","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Algorithms (ADVANCED CRYPTO ISSUES)","Crypto operations should be constant time","FALSE","Todo: Subtask","FALSE","FALSE","6.2.8","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Random Values","Random values (e.g. UUIDs, random strings) should be generated using a secure method","FALSE","Todo: Subtask","FALSE","FALSE","6.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Random Values","UUIDs should be created using GUIDv4 + secure PSRNG","FALSE","Todo: Subtask","FALSE","FALSE","6.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Random Values","Ensure random numbers have strong entropy even under heavy traffic","FALSE","Todo: Subtask","FALSE","FALSE","6.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Secret Management","Key vault should be used to store secrets (e.g. Vault)","FALSE","Todo: Subtask","FALSE","FALSE","6.4.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Stored Cryptography (V6)","Secret Management","Key material shouldn't be exposed to application directly but use a vault for crypto operations","FALSE","Todo: Subtask","FALSE","FALSE","6.4.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Content","Application logs sensitive data (credentials, payment details)","FALSE","Todo: Subtask","FALSE","FALSE","7.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Content","Application logs sensitive data (PII etc)","FALSE","Todo: Subtask","FALSE","FALSE","7.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Content","Application should log security events (e.g. auth failures, input validation failures)","FALSE","Todo: Subtask","FALSE","FALSE","7.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Content","Log events should include details for incident response","FALSE","Todo: Subtask","FALSE","FALSE","7.1.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Processing","Application should log all authentication decisions including relevant metadata","FALSE","Todo: Subtask","FALSE","FALSE","7.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Processing","Application should log all access control decisions including relevant metadata","FALSE","Todo: Subtask","FALSE","FALSE","7.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Protection","Log Injection (encoding)","FALSE","Todo: Subtask","FALSE","FALSE","7.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Protection","Log Injection (viewing the logs should be escaped/safe)","FALSE","Todo: Subtask","FALSE","FALSE","7.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Protection","Log tampering","FALSE","Todo: Subtask","FALSE","FALSE","7.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Log Protection","Logs have valid time zone (e.g. UTC if global)","FALSE","Todo: Subtask","FALSE","FALSE","7.3.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Error Handling","Errors should be generic during security sensitive events, with a unique identifier","FALSE","Todo: Subtask","FALSE","FALSE","7.4.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Error Handling","Exception handling for unexpected error conditions","FALSE","Todo: Subtask","FALSE","FALSE","7.4.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Error Handling and Logging (V7)","Error Handling","Exception handling for unhandled exceptions","FALSE","Todo: Subtask","FALSE","FALSE","7.4.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","No sensitive data cached (server-side)","FALSE","Todo: Subtask","FALSE","FALSE","8.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","Cached data modification (on server) e.g. Cache Poisoning","FALSE","Todo: Subtask","FALSE","FALSE","8.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","Application should minimise number of parameters per request","FALSE","Todo: Subtask","FALSE","FALSE","8.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","Alerting for abnormal number of requests - Rate Limiting","FALSE","Todo: Subtask","FALSE","FALSE","8.1.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","Lack of backups","FALSE","Todo: Subtask","FALSE","FALSE","8.1.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","General Data Protection","Security of data backups","FALSE","Todo: Subtask","FALSE","FALSE","8.1.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Client-side Data Protection","Sensitive data should not be cached by browser","FALSE","Todo: Subtask","FALSE","FALSE","8.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Client-side Data Protection","Client-side storage should not contain sensitive data or PII (e.g. localstorage, cookies)","FALSE","Todo: Subtask","FALSE","FALSE","8.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Client-side Data Protection","Client-side storage should be cleared after logout","FALSE","Todo: Subtask","FALSE","FALSE","8.2.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Ensure sensitive data is not sent in query parameters/URL","FALSE","Todo: Subtask","FALSE","FALSE","8.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Users should be able to request GDPR deletion/export","FALSE","Todo: Subtask","FALSE","FALSE","8.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Users should accept data privacy terms and conditions before their data is used","FALSE","Todo: Subtask","FALSE","FALSE","8.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Ensure sensitive data created/processed by the application has been identified","FALSE","Todo: Subtask","FALSE","FALSE","8.3.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Ensure accessing sensitve data is audited and logged.","FALSE","Todo: Subtask","FALSE","FALSE","8.3.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Sensitive data in memory is overwritten as soon as it is no longer required","FALSE","Todo: Subtask","FALSE","FALSE","8.3.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Ensure sensitive/private information is encrypted","FALSE","Todo: Subtask","FALSE","FALSE","8.3.7","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Data Protection Requirements (V8)","Sensitive Private Data","Ensure sensitive/private information is subject to data retention classification","FALSE","Todo: Subtask","FALSE","FALSE","8.3.8","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Communication Security","Check TLS is in use","FALSE","Todo: Subtask","FALSE","FALSE","9.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Communication Security","Check TLS only uses strong ciphers and hashing algorithms","FALSE","Todo: Subtask","FALSE","FALSE","9.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Communication Security","Check older versions of TLS are disabled (TLS 1.0/1.1, SSL3 etc)","FALSE","Todo: Subtask","FALSE","FALSE","9.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Request Smuggling","Request Smuggling","FALSE","Todo: Subtask","FALSE","FALSE","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","HTTP Misrouting","HTTP Misrouting","FALSE","Todo: Subtask","FALSE","FALSE","-","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Server Communication Security","Connections to/from the app should use TLS certificates (e.g. to external services)","FALSE","Todo: Subtask","FALSE","FALSE","9.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Server Communication Security","All inbound/outbound connection should use TLS (e.g. to internal database services)","FALSE","Todo: Subtask","FALSE","FALSE","9.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Server Communication Security","All encrypted connections to external services involving sensitive info are authenticated","FALSE","Todo: Subtask","FALSE","FALSE","9.2.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Server Communication Security","Certificate revocation (OSCP) should be enabled","FALSE","Todo: Subtask","FALSE","FALSE","9.2.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Communication (V9)","Server Communication Security","Backend TLS failures should be logged","FALSE","Todo: Subtask","FALSE","FALSE","9.2.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Code Integrity","Code analysis tool should be used  (e.g. SAST/DAST)","FALSE","Todo: Subtask","FALSE","FALSE","10.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Application/libraries should not have telemetry without user permission","FALSE","Todo: Subtask","FALSE","FALSE","10.2.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Application requires unnecessary permissions (Permissions-Policy)","FALSE","Todo: Subtask","FALSE","FALSE","10.2.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Back-doors within software (e.g. hard coded credentials in third party libraries, default debugging code)","FALSE","Todo: Subtask","FALSE","FALSE","10.2.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Time bombs"""" within software","FALSE","Todo: Subtask","FALSE","FALSE","10.2.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Other malicious code e.g. logic bombs within software","FALSE","Todo: Subtask","FALSE","FALSE","10.2.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Malicious Code Search","Easter eggs"""" within software","FALSE","Todo: Subtask","FALSE","FALSE","10.2.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Deployed Application Integrity","Auto update feature should ensure updates are digitally signed + sent over secure channel","FALSE","Todo: Subtask","FALSE","FALSE","10.3.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Deployed Application Integrity","Integrity protections in place (code signing, subresource integrity)","FALSE","Todo: Subtask","FALSE","FALSE","10.3.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Malicious Code Verification (V10)","Deployed Application Integrity","Sub-domain takeovers","FALSE","Todo: Subtask","FALSE","FALSE","10.3.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure users can only conduct business logic steps in sequential order","FALSE","Todo: Subtask","FALSE","FALSE","11.1.1","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure users can only conduct business logic steps in a realistic human time","FALSE","Todo: Subtask","FALSE","FALSE","11.1.2","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure application has appropriate limits for business actions (e.g. can't order 100 of the same item)","FALSE","Todo: Subtask","FALSE","FALSE","11.1.3","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure the application has anti-automation controls (e.g. rate limiting)","FALSE","Todo: Subtask","FALSE","FALSE","11.1.4","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure the application has business logic limits/validation","FALSE","Todo: Subtask","FALSE","FALSE","11.1.5","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Time of check to time of use"""" (TOCTOU) issues or other race conditions for sensitive operations.","FALSE","Todo: Subtask","FALSE","FALSE","11.1.6","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure application monitors for unusual events from a business logic perspective (e.g. events out of order)","FALSE","Todo: Subtask","FALSE","FALSE","11.1.7","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"Business Logic (v11)","Business Logic Security","Ensure the application has alerting for automated or unusual attacks","FALSE","Todo: Subtask","FALSE","FALSE","11.1.8","Todo: Description","Todo: Tools","Todo: Links","Todo: Applicability","Todo: Sources","Todo: Tags","2","FALSE",""
"File Handling (v12)","General","File upload sizes are not restricted","FALSE","","","","12.1.1","There should be a limit on file upload size to prevent denial of service (filling up storage or overwhelming processing). If file upload functionality doesn’t enforce a reasonable max file size, an attacker could upload an extremely large file to consume space or memory.","Manual steps: If the application documentation/UI mentions a max file size (e.g., 'Max 5MB'), attempt to upload a file larger than that (say 2x the limit). Observe if the app rejects it (with an error) or if it tries to accept it (progress bar, then maybe fails later or succeeds). If it accepts way beyond advertised limit, that’s an issue.; If no stated limit, try progressively larger files: e.g., 1MB, 10MB, 50MB, etc., to find if a limit exists. Keep an eye on upload time and server response. If a 100MB file uploads and you get a success, likely no proper limit.; Monitor application response: ideally, the server should respond with HTTP 413 (Entity Too Large) or a friendly error if limit exceeded. If it doesn’t, maybe the limit is only client-side (like HTML file input 'max' attribute) – try bypassing by using an intercepting proxy to send a larger payload. Tools: Curl, Burp Suite (Intruder/Payload) Combo: This ties with **DoS & Abuse Pack**: test not only file size but also multiple files (if allowed concurrently) to see if combined volume is limited. And with zip bomb test in next item to gauge protections.","- **OWASP Cheat Sheet** – “Set a file size limit” for uploads:contentReference[oaicite:122]{index=122}:contentReference[oaicite:123]{index=123}.
- **OWASP WSTG** – Testing for DoS via large payloads (implied under input handling; zip bombs etc.):contentReference[oaicite:124]{index=124}.","Applies if the application has file upload capability. If no upload feature, mark N/A. If only very small files are logically allowed (like text snippets), still check if the app enforces it. Otherwise, any upload endpoint should have limits.","https://cheatsheetseries.owasp.org/cheatsheets/File_Upload_Cheat_Sheet.html","","2","FALSE",""
